任务ID,批次号,优先级,是否启用,股票代码,策略ID,开始日期,结束日期,初始资金,K线周期,数据源,场景标签,成本档位,滑点BP,佣金费率,印花税率,最小手数,是否T1,最大重试,任务状态,报告ID,错误信息,创建时间,更新时间
T000117,SIDE04,2,1,600000.SH,34R1U500V31B,2023/6/1,2023/9/22,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000118,SIDE05,1,1,600000.SH,34R1U500V31B,2025/1/2,2025/3/31,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000119,SIDE05,2,1,600000.SH,34R1U500V31B,2025/1/2,2025/3/31,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000120,SIDE05,2,1,600000.SH,34R1U500V31B,2025/1/2,2025/3/31,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000121,SIDE05,2,1,600000.SH,34R1U500V31B,2025/1/2,2025/3/31,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000122,SIDE05,3,1,600000.SH,34R1U500V31B,2025/1/2,2025/3/31,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000123,SIDE05,2,1,600000.SH,34R1U500V31B,2025/1/2,2025/3/31,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000124,SIDE05,1,1,600000.SH,34R1U500V31B,2025/1/2,2025/3/31,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000125,SIDE05,3,1,600000.SH,34R1U500V31B,2025/1/2,2025/3/31,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000126,SIDE05,2,1,600000.SH,34R1U500V31B,2025/1/2,2025/3/31,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000127,SIDE06,1,1,600000.SH,34R1U500V31B,2024/6/3,2024/8/30,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000128,SIDE06,2,1,600000.SH,34R1U500V31B,2024/6/3,2024/8/30,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000129,SIDE06,2,1,600000.SH,34R1U500V31B,2024/6/3,2024/8/30,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000130,SIDE06,2,1,600000.SH,34R1U500V31B,2024/6/3,2024/8/30,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000131,SIDE06,3,1,600000.SH,34R1U500V31B,2024/6/3,2024/8/30,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000132,SIDE06,2,1,600000.SH,34R1U500V31B,2024/6/3,2024/8/30,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000133,SIDE06,1,1,600000.SH,34R1U500V31B,2024/6/3,2024/8/30,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000134,SIDE06,3,1,600000.SH,34R1U500V31B,2024/6/3,2024/8/30,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000135,SIDE06,2,1,600000.SH,34R1U500V31B,2024/6/3,2024/8/30,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000136,BULL01,1,1,600036.SH,34R1U500V31B,2018/1/2,2018/1/29,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000137,BULL01,2,1,600036.SH,34R1U500V31B,2018/1/2,2018/1/29,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000138,BULL01,2,1,600036.SH,34R1U500V31B,2018/1/2,2018/1/29,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000139,BULL01,2,1,600036.SH,34R1U500V31B,2018/1/2,2018/1/29,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000140,BULL01,3,1,600036.SH,34R1U500V31B,2018/1/2,2018/1/29,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000141,BULL01,2,1,600036.SH,34R1U500V31B,2018/1/2,2018/1/29,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000142,BULL01,1,1,600036.SH,34R1U500V31B,2018/1/2,2018/1/29,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000143,BULL01,3,1,600036.SH,34R1U500V31B,2018/1/2,2018/1/29,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000144,BULL01,2,1,600036.SH,34R1U500V31B,2018/1/2,2018/1/29,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000145,BULL02,1,1,600036.SH,34R1U500V31B,2019/1/4,2019/4/8,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000146,BULL02,2,1,600036.SH,34R1U500V31B,2019/1/4,2019/4/8,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000147,BULL02,2,1,600036.SH,34R1U500V31B,2019/1/4,2019/4/8,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000148,BULL02,2,1,600036.SH,34R1U500V31B,2019/1/4,2019/4/8,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000149,BULL02,3,1,600036.SH,34R1U500V31B,2019/1/4,2019/4/8,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000150,BULL02,2,1,600036.SH,34R1U500V31B,2019/1/4,2019/4/8,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000151,BULL02,1,1,600036.SH,34R1U500V31B,2019/1/4,2019/4/8,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000152,BULL02,3,1,600036.SH,34R1U500V31B,2019/1/4,2019/4/8,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000153,BULL02,2,1,600036.SH,34R1U500V31B,2019/1/4,2019/4/8,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000154,BULL03,1,1,600036.SH,34R1U500V31B,2020/3/24,2020/7/13,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000155,BULL03,2,1,600036.SH,34R1U500V31B,2020/3/24,2020/7/13,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000156,BULL03,2,1,600036.SH,34R1U500V31B,2020/3/24,2020/7/13,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000157,BULL03,2,1,600036.SH,34R1U500V31B,2020/3/24,2020/7/13,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000158,BULL03,3,1,600036.SH,34R1U500V31B,2020/3/24,2020/7/13,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000159,BULL03,2,1,600036.SH,34R1U500V31B,2020/3/24,2020/7/13,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000160,BULL03,1,1,600036.SH,34R1U500V31B,2020/3/24,2020/7/13,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000161,BULL03,3,1,600036.SH,34R1U500V31B,2020/3/24,2020/7/13,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000162,BULL03,2,1,600036.SH,34R1U500V31B,2020/3/24,2020/7/13,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000163,BULL04,1,1,600036.SH,34R1U500V31B,2021/1/4,2021/2/10,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000164,BULL04,2,1,600036.SH,34R1U500V31B,2021/1/4,2021/2/10,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000165,BULL04,2,1,600036.SH,34R1U500V31B,2021/1/4,2021/2/10,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000166,BULL04,2,1,600036.SH,34R1U500V31B,2021/1/4,2021/2/10,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000167,BULL04,3,1,600036.SH,34R1U500V31B,2021/1/4,2021/2/10,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000168,BULL04,2,1,600036.SH,34R1U500V31B,2021/1/4,2021/2/10,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000169,BULL04,1,1,600036.SH,34R1U500V31B,2021/1/4,2021/2/10,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000170,BULL04,3,1,600036.SH,34R1U500V31B,2021/1/4,2021/2/10,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000171,BULL04,2,1,600036.SH,34R1U500V31B,2021/1/4,2021/2/10,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000172,BULL05,1,1,600036.SH,34R1U500V31B,2023/1/3,2023/5/9,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000173,BULL05,2,1,600036.SH,34R1U500V31B,2023/1/3,2023/5/9,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000174,BULL05,2,1,600036.SH,34R1U500V31B,2023/1/3,2023/5/9,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000175,BULL05,2,1,600036.SH,34R1U500V31B,2023/1/3,2023/5/9,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000176,BULL05,3,1,600036.SH,34R1U500V31B,2023/1/3,2023/5/9,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000177,BULL05,2,1,600036.SH,34R1U500V31B,2023/1/3,2023/5/9,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000178,BULL05,1,1,600036.SH,34R1U500V31B,2023/1/3,2023/5/9,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000179,BULL05,3,1,600036.SH,34R1U500V31B,2023/1/3,2023/5/9,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000180,BULL05,2,1,600036.SH,34R1U500V31B,2023/1/3,2023/5/9,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000181,BEAR01,1,1,600036.SH,34R1U500V31B,2018/5/22,2018/10/19,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000182,BEAR01,2,1,600036.SH,34R1U500V31B,2018/5/22,2018/10/19,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000183,BEAR01,2,1,600036.SH,34R1U500V31B,2018/5/22,2018/10/19,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000184,BEAR01,2,1,600036.SH,34R1U500V31B,2018/5/22,2018/10/19,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000185,BEAR01,3,1,600036.SH,34R1U500V31B,2018/5/22,2018/10/19,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000186,BEAR01,2,1,600036.SH,34R1U500V31B,2018/5/22,2018/10/19,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000187,BEAR01,1,1,600036.SH,34R1U500V31B,2018/5/22,2018/10/19,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000188,BEAR01,3,1,600036.SH,34R1U500V31B,2018/5/22,2018/10/19,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000189,BEAR01,2,1,600036.SH,34R1U500V31B,2018/5/22,2018/10/19,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000190,BEAR02,1,1,600036.SH,34R1U500V31B,2020/1/14,2020/3/23,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000191,BEAR02,2,1,600036.SH,34R1U500V31B,2020/1/14,2020/3/23,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000192,BEAR02,2,1,600036.SH,34R1U500V31B,2020/1/14,2020/3/23,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000193,BEAR02,2,1,600036.SH,34R1U500V31B,2020/1/14,2020/3/23,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000194,BEAR02,3,1,600036.SH,34R1U500V31B,2020/1/14,2020/3/23,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000195,BEAR02,2,1,600036.SH,34R1U500V31B,2020/1/14,2020/3/23,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000196,BEAR02,1,1,600036.SH,34R1U500V31B,2020/1/14,2020/3/23,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000197,BEAR02,3,1,600036.SH,34R1U500V31B,2020/1/14,2020/3/23,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000198,BEAR02,2,1,600036.SH,34R1U500V31B,2020/1/14,2020/3/23,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000199,BEAR03,1,1,600036.SH,34R1U500V31B,2022/1/4,2022/4/27,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000200,BEAR03,2,1,600036.SH,34R1U500V31B,2022/1/4,2022/4/27,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000201,BEAR03,2,1,600036.SH,34R1U500V31B,2022/1/4,2022/4/27,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000202,BEAR03,2,1,600036.SH,34R1U500V31B,2022/1/4,2022/4/27,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000203,BEAR03,3,1,600036.SH,34R1U500V31B,2022/1/4,2022/4/27,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000204,BEAR03,2,1,600036.SH,34R1U500V31B,2022/1/4,2022/4/27,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000205,BEAR03,1,1,600036.SH,34R1U500V31B,2022/1/4,2022/4/27,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000206,BEAR03,3,1,600036.SH,34R1U500V31B,2022/1/4,2022/4/27,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000207,BEAR03,2,1,600036.SH,34R1U500V31B,2022/1/4,2022/4/27,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000208,BEAR04,1,1,600036.SH,34R1U500V31B,2024/2/5,2024/4/22,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000209,BEAR04,2,1,600036.SH,34R1U500V31B,2024/2/5,2024/4/22,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000210,BEAR04,2,1,600036.SH,34R1U500V31B,2024/2/5,2024/4/22,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000211,BEAR04,2,1,600036.SH,34R1U500V31B,2024/2/5,2024/4/22,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000212,BEAR04,3,1,600036.SH,34R1U500V31B,2024/2/5,2024/4/22,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000213,BEAR04,2,1,600036.SH,34R1U500V31B,2024/2/5,2024/4/22,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000214,BEAR04,1,1,600036.SH,34R1U500V31B,2024/2/5,2024/4/22,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000215,BEAR04,3,1,600036.SH,34R1U500V31B,2024/2/5,2024/4/22,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000216,BEAR04,2,1,600036.SH,34R1U500V31B,2024/2/5,2024/4/22,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000217,SIDE01,1,1,600036.SH,34R1U500V31B,2019/5/6,2019/8/6,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000218,SIDE01,2,1,600036.SH,34R1U500V31B,2019/5/6,2019/8/6,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000219,SIDE01,2,1,600036.SH,34R1U500V31B,2019/5/6,2019/8/6,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000220,SIDE01,2,1,600036.SH,34R1U500V31B,2019/5/6,2019/8/6,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000221,SIDE01,3,1,600036.SH,34R1U500V31B,2019/5/6,2019/8/6,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000222,SIDE01,2,1,600036.SH,34R1U500V31B,2019/5/6,2019/8/6,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000223,SIDE01,1,1,600036.SH,34R1U500V31B,2019/5/6,2019/8/6,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000224,SIDE01,3,1,600036.SH,34R1U500V31B,2019/5/6,2019/8/6,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000225,SIDE01,2,1,600036.SH,34R1U500V31B,2019/5/6,2019/8/6,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000226,SIDE02,1,1,600036.SH,34R1U500V31B,2021/3/10,2021/7/28,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000227,SIDE02,2,1,600036.SH,34R1U500V31B,2021/3/10,2021/7/28,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000228,SIDE02,2,1,600036.SH,34R1U500V31B,2021/3/10,2021/7/28,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000229,SIDE02,2,1,600036.SH,34R1U500V31B,2021/3/10,2021/7/28,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000230,SIDE02,3,1,600036.SH,34R1U500V31B,2021/3/10,2021/7/28,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000231,SIDE02,2,1,600036.SH,34R1U500V31B,2021/3/10,2021/7/28,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000232,SIDE02,1,1,600036.SH,34R1U500V31B,2021/3/10,2021/7/28,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T000233,SIDE02,3,1,600036.SH,34R1U500V31B,2021/3/10,2021/7/28,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
